PMID,year,phase,journal,title,retrieval_scopes,sentence_count,themes,methods
27025496,2016,2016-2020,BMC genomics,The impact and origin of copy number variations in the Oryza species.,BPH resistance,2,抗源鉴定与表型评价; 主效抗性基因与受体识别,
27025598,2016,2016-2020,"Rice (New York, N.Y.)",Association of SNP Haplotypes of HKT Family Genes with Salt Tolerance in Indian Wild Rice Germplasm.,BPH resistance,1,抗源鉴定与表型评价,
27031005,2016,2016-2020,Plant signaling & behavior,"OsWRKY53, a versatile switch in regulating herbivore-induced defense responses in rice.",BPH resistance,7,抗源鉴定与表型评价; 激素、转录与免疫信号; 基因编辑与功能验证,转基因/RNAi/突变体
27045847,2016,2016-2020,PloS one,Mitochondrial Genome Analysis of Wild Rice (Oryza minuta) and Its Comparison with Other Related Species.,BPH resistance,1,,
27155974,2016,2016-2020,Neotropical entomology,Response of Adult Brown Planthopper Nilaparvata lugens (Stål) to Rice Nutrient Management.,BPH resistance,2,,
27246014,2016,2016-2020,"Rice (New York, N.Y.)","Marker assisted pyramiding of two brown planthopper resistance genes, Bph3 and Bph27 (t), into elite rice Cultivars.",BPH resistance,23,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
27258255,2016,2016-2020,International journal of molecular sciences,The Transcription Factor OsWRKY45 Negatively Modulates the Resistance of Rice to the Brown Planthopper Nilaparvata lugens.,BPH damage; BPH resistance,20,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,转基因/RNAi/突变体; 田间/产量/育种评价
27300326,2016,2016-2020,"Rice (New York, N.Y.)",Recent progress on the genetics and molecular breeding of brown planthopper resistance in rice.,BPH resistance,30,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 表达组学/多组学; 田间/产量/育种评价
27305948,2016,2016-2020,Scientific reports,Suppressing male spermatogenesis-associated protein 5-like gene expression reduces vitellogenin gene expression and fecundity in Nilaparvata lugens Stål.,BPH resistance,1,昆虫侧适应、毒力与药剂抗性,
27334025,2016,2016-2020,Planta,Maize proteomic responses to separate or overlapping soil drought and two-spotted spider mite stresses.,BPH damage,1,抗源鉴定与表型评价; 组学与系统网络,表达组学/多组学
27338492,2016,2016-2020,"Plants (Basel, Switzerland)",Flavones: From Biosynthesis to Health Benefits.,BPH damage,1,,
27414796,2016,2016-2020,PloS one,"Transcriptomic and Expression Analysis of the Salivary Glands in White-Backed Planthoppers, Sogatella furcifera.",BPH damage; BPH resistance,2,抗源鉴定与表型评价; 组学与系统网络; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性,表达组学/多组学
27444416,2016,2016-2020,Scientific reports,"No impact of transgenic cry1C rice on the rove beetle Paederus fuscipes, a generalist predator of brown planthopper Nilaparvata lugens.",BPH damage; BPH resistance,6,抗源鉴定与表型评价; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,转基因/RNAi/突变体; 田间/产量/育种评价
27492995,2016,2016-2020,Scientific reports,EPG Recordings Reveal Differential Feeding Behaviors in Sogatella furcifera in Response to Plant Virus Infection and Transmission Success.,WBPH resistance,1,抗源鉴定与表型评价; 宿主-昆虫互作与效应子,
27505308,2016,2016-2020,Genetics and molecular biology,Plant senescence and proteolysis: two processes with one destiny.,Broad planthopper,1,抗源鉴定与表型评价; 宿主-昆虫互作与效应子,
27531640,2016,2016-2020,Scientific reports,Tolerance and responsive gene expression of Sogatella furcifera under extreme temperature stresses are altered by its vectored plant virus.,Broad planthopper; WBPH resistance,2,基因编辑与功能验证; 宿主-昆虫互作与效应子,转基因/RNAi/突变体
27540739,2016,2016-2020,"Rice (New York, N.Y.)",Updated Rice Kinase Database RKD 2.0: enabling transcriptome and functional analysis of rice kinase genes.,BPH resistance,2,激素、转录与免疫信号; 组学与系统网络; 基因编辑与功能验证,表达组学/多组学; 转基因/RNAi/突变体
27625654,2016,2016-2020,Frontiers in plant science,Small RNA Regulators of Plant-Hemipteran Interactions: Micromanagers with Versatile Roles.,BPH damage,2,组学与系统网络; 基因编辑与功能验证; 宿主-昆虫互作与效应子,表达组学/多组学; 转基因/RNAi/突变体
27682162,2016,2016-2020,Scientific reports,Map-based Cloning and Characterization of the BPH18 Gene from Wild Rice Conferring Resistance to Brown Planthopper (BPH) Insect Pest.,BPH resistance,28,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 转基因/RNAi/突变体; 田间/产量/育种评价
27693372,2016,2016-2020,Gene,Characterization and comparative profiling of the small RNA transcriptomes in the Hemipteran insect Nilaparvata lugens.,BPH resistance,2,抗源鉴定与表型评价; 组学与系统网络; 宿主-昆虫互作与效应子,表达组学/多组学
27704482,2016,2016-2020,"Rice (New York, N.Y.)",Molecular Breeding of Rice Restorer Lines and Hybrids for Brown Planthopper (BPH) Resistance Using the Bph14 and Bph15 Genes.,BPH resistance,24,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
27721443,2016,2016-2020,Scientific reports,"Functional analysis of CYP6ER1, a P450 gene associated with imidacloprid resistance in Nilaparvata lugens.",BPH resistance,1,抗源鉴定与表型评价; 代谢、挥发物与结构防御; 昆虫侧适应、毒力与药剂抗性,
27760223,2016,2016-2020,PloS one,Asymmetric Spread of SRBSDV between Rice and Corn Plants by the Vector Sogatella furcifera (Hemiptera: Delphacidae).,BPH resistance; WBPH resistance,2,抗源鉴定与表型评价; 主效抗性基因与受体识别; 生长-防御权衡与育种转化,田间/产量/育种评价
27760544,2016,2016-2020,Virology journal,The speed of tubule formation of two fijiviruses corresponds with their dissemination efficiency in their insect vectors.,Broad planthopper,1,,
27791169,2016,2016-2020,Proceedings of the National Academy of Sciences of the United States of America,Allelic diversity in an NLR gene BPH9 enables rice to combat planthopper variation.,BPH resistance,3,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号,
27805032,2016,2016-2020,Scientific reports,Understanding the immune system architecture and transcriptome responses to southern rice black-streaked dwarf virus in Sogatella furcifera.,BPH resistance,1,激素、转录与免疫信号; 组学与系统网络,表达组学/多组学
27812236,2016,2016-2020,"Crop protection (Guildford, Surrey)",Effects of nitrogen on egg-laying inhibition and ovicidal response in planthopper-resistant rice varieties.,BPH resistance; Broad planthopper,4,抗源鉴定与表型评价; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子,
27834403,2016,2016-2020,Scientific reports,Erratum: Map-based Cloning and Characterization of the BPH18 Gene from Wild Rice Conferring Resistance to Brown Planthopper (BPH) Insect Pest.,BPH resistance,1,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别,
27834855,2016,2016-2020,Viruses,Plant Virus-Insect Vector Interactions: Current and Potential Future Research Directions.,Broad planthopper,1,宿主-昆虫互作与效应子,
27876748,2016,2016-2020,Scientific reports,Driving Pest Insect Populations: Agricultural Chemicals Lead to an Adaptive Syndrome in Nilaparvata Lugens Stål (Hemiptera: Delphacidae).,BPH resistance,6,抗源鉴定与表型评价; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性,转基因/RNAi/突变体
27876888,2016,2016-2020,Scientific reports,"Bph32, a novel gene encoding an unknown SCR domain-containing protein, confers resistance against the brown planthopper in rice.",BPH resistance,36,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 转基因/RNAi/突变体; 田间/产量/育种评价
27901104,2016,2016-2020,Scientific reports,Development and evaluation of near-isogenic lines for brown planthopper resistance in rice cv. 9311.,BPH resistance,9,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
27909411,2016,2016-2020,Frontiers in physiology,"RNAi Efficiency, Systemic Properties, and Novel Delivery Methods for Pest Insect Control: What We Know So Far.",BPH resistance,1,抗源鉴定与表型评价; 基因编辑与功能验证; 昆虫侧适应、毒力与药剂抗性,转基因/RNAi/突变体
27924841,2016,2016-2020,Scientific reports,Virus altered rice attractiveness to planthoppers is mediated by volatiles and related to virus titre and expression of defence and volatile-biosynthesis genes.,BPH resistance; Broad planthopper,6,代谢、挥发物与结构防御; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,田间/产量/育种评价
27933072,2016,2016-2020,Frontiers in plant science,Development and Evaluation of Chromosome Segment Substitution Lines Carrying Overlapping Chromosome Segments of the Whole Wild Rice Genome.,BPH resistance,1,抗源鉴定与表型评价; 主效抗性基因与受体识别,
27973446,2016,2016-2020,Viruses,RNA Interference in Insect Vectors for Plant Viruses.,Broad planthopper,2,抗源鉴定与表型评价; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性,转基因/RNAi/突变体
27990147,2016,2016-2020,Frontiers in plant science,Molecular Characterization of Rice OsLCB2a1 Gene and Functional Analysis of its Role in Insect Resistance.,BPH damage; BPH resistance,8,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 基因编辑与功能验证; 昆虫侧适应、毒力与药剂抗性,转基因/RNAi/突变体
28168155,2016,2016-2020,ChemistryOpen,Diversity-Oriented Synthesis of Natural-Product-like Libraries Containing a 3-Methylbenzofuran Moiety for the Discovery of New Chemical Elicitors.,BPH resistance,3,抗源鉴定与表型评价; 激素、转录与免疫信号; 生长-防御权衡与育种转化,田间/产量/育种评价
29568154,2016,2016-2020,"Proceedings of the National Academy of Sciences, India. Section B",Impact of Elevated CO(2) and Temperature on Brown Planthopper Population in Rice Ecosystem.,BPH damage; BPH resistance,7,抗源鉴定与表型评价; 生长-防御权衡与育种转化,田间/产量/育种评价
25040350,2015,2006-2015,Journal of integrative plant biology,The regulatory network mediated by circadian clock genes is related to heterosis in rice.,BPH resistance,1,组学与系统网络,
25601039,2015,2006-2015,Scientific reports,Rice stripe virus affects the viability of its vector offspring by changing developmental gene expression in embryos.,Broad planthopper,1,宿主-昆虫互作与效应子,
25611813,2015,2006-2015,Archives of insect biochemistry and physiology,Differentially regulated genes in the salivary glands of brown planthopper after feeding in resistant versus susceptible rice varieties.,BPH resistance,2,抗源鉴定与表型评价; 宿主-昆虫互作与效应子,
25612154,2015,2006-2015,Pest management science,Field-evolved resistance to imidacloprid and ethiprole in populations of brown planthopper Nilaparvata lugens collected from across South and East Asia.,BPH resistance,1,抗源鉴定与表型评价; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,田间/产量/育种评价
25682936,2015,2006-2015,Gene,A new finely mapped Oryza australiensis-derived QTL in rice confers resistance to brown planthopper.,BPH resistance,2,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 宿主-昆虫互作与效应子,连锁/QTL/标记育种
25688565,2015,2006-2015,eLife,Viral-inducible Argonaute18 confers broad-spectrum virus resistance in rice by sequestering a host microRNA.,BPH damage; Broad planthopper,2,抗源鉴定与表型评价; 基因编辑与功能验证; 生长-防御权衡与育种转化,转基因/RNAi/突变体
25807055,2015,2006-2015,Viruses,Facilitation of rice stripe virus accumulation in the insect vector by Himetobi P virus VP1.,BPH resistance,1,,
25844112,2015,2006-2015,"Rice (New York, N.Y.)",Pseudo-backcrossing design for rapidly pyramiding multiple traits into a preferential rice variety.,BPH resistance,6,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
25896119,2015,2006-2015,Journal of insect science (Online),"Identification and expression of two novel cytochrome P450 genes, CYP6CV1 and CYP9A38, in Cnaphalocrocis medinalis (Lepidoptera: Pyralidae).",BPH resistance,1,抗源鉴定与表型评价; 昆虫侧适应、毒力与药剂抗性,
25995006,2015,2006-2015,Scientific reports,"Apterous A modulates wing size, bristle formation and patterning in Nilaparvata lugens.",BPH resistance,3,抗源鉴定与表型评价; 代谢、挥发物与结构防御; 基因编辑与功能验证; 生长-防御权衡与育种转化,转基因/RNAi/突变体; 田间/产量/育种评价
26019637,2015,2006-2015,"Biotechnology, biotechnological equipment",Marker-assisted backcrossing: a useful method for rice improvement.,BPH resistance,2,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别,连锁/QTL/标记育种
26042106,2015,2006-2015,Frontiers in microbiology,Editorial: Viruses threatening stable production of cereal crops.,BPH resistance,2,,
26054241,2015,2006-2015,"Rice (New York, N.Y.)",Functional diversity of jasmonates in rice.,BPH resistance,3,抗源鉴定与表型评价; 激素、转录与免疫信号; 基因编辑与功能验证,转基因/RNAi/突变体
26056319,2015,2006-2015,Journal of insect science (Online),Identification and Function Analysis of enolase Gene NlEno1 from Nilaparvata lugens (Stål) (Hemiptera:Delphacidae).,BPH resistance,4,抗源鉴定与表型评价; 主效抗性基因与受体识别; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,转基因/RNAi/突变体; 田间/产量/育种评价
26072143,2015,2006-2015,Journal of plant physiology,Phloem-exudate proteome analysis of response to insect brown plant-hopper in rice.,BPH resistance,4,抗源鉴定与表型评价; 代谢、挥发物与结构防御; 组学与系统网络; 生长-防御权衡与育种转化,表达组学/多组学; 田间/产量/育种评价
26073458,2015,2006-2015,Scientific reports,"Rice ragged stunt virus-induced apoptosis affects virus transmission from its insect vector, the brown planthopper to the rice plant.",BPH damage,2,,
26083713,2015,2006-2015,eLife,Prioritizing plant defence over growth through WRKY regulation facilitates infestation by non-target herbivores.,BPH damage; BPH resistance,11,抗源鉴定与表型评价; 激素、转录与免疫信号; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,
26133169,2015,2006-2015,PloS one,"Comparative Transcriptome Analysis of Shoots and Roots of TNG67 and TCN1 Rice Seedlings under Cold Stress and Following Subsequent Recovery: Insights into Metabolic Pathways, Phytohormones, and Transcription Factors.",BPH damage,1,抗源鉴定与表型评价; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络,表达组学/多组学
26136269,2015,2006-2015,Journal of experimental botany,"Map-based cloning and characterization of BPH29, a B3 domain-containing recessive gene conferring brown planthopper resistance in rice.",BPH resistance,25,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
26149652,2015,2006-2015,Gene,Whole-genome expression analysis of Rice black-streaked dwarf virus in different plant hosts and small brown planthopper.,BPH damage,1,,
26173003,2015,2006-2015,PloS one,Cryptochromes and Hormone Signal Transduction under Near-Zero Magnetic Fields: New Clues to Magnetic Field Effects in a Rice Planthopper.,Broad planthopper,2,昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,田间/产量/育种评价
26175461,2015,2006-2015,Journal of insect science (Online),The Toxicity and Detoxifying Mechanism of Cycloxaprid and Buprofezin in Controlling Sogatella furcifera (Homoptera: Delphacidae).,WBPH resistance,1,抗源鉴定与表型评价; 昆虫侧适应、毒力与药剂抗性,
26185058,2015,2006-2015,Scientific reports,"Silencing a sugar transporter gene reduces growth and fecundity in the brown planthopper, Nilaparvata lugens (Stål) (Hemiptera: Delphacidae).",BPH resistance,1,抗源鉴定与表型评价; 基因编辑与功能验证; 生长-防御权衡与育种转化,转基因/RNAi/突变体; 田间/产量/育种评价
26211618,2015,2006-2015,Scientific reports,"Rice stripe virus counters reduced fecundity in its insect vector by modifying insect physiology, primary endosymbionts and feeding behavior.",BPH damage,1,抗源鉴定与表型评价; 宿主-昆虫互作与效应子,
26226652,2015,2006-2015,Insect biochemistry and molecular biology,"Herbivory-induced glucose transporter gene expression in the brown planthopper, Nilaparvata lugens.",BPH resistance,1,抗源鉴定与表型评价,
26313963,2015,2006-2015,Environmental entomology,Changes in Endosymbiotic Bacteria of Brown Planthoppers During the Process of Adaptation to Different Resistant Rice Varieties.,BPH resistance,1,抗源鉴定与表型评价; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子,
26317505,2015,2006-2015,PloS one,"Farmers' Preference for Rice Traits: Insights from Farm Surveys in Central Luzon, Philippines, 1966-2012.",BPH resistance,1,抗源鉴定与表型评价,
26338189,2015,2006-2015,Genome biology and evolution,Genomic Analysis of an Ascomycete Fungus from the Rice Planthopper Reveals How It Adapts to an Endosymbiotic Lifestyle.,BPH resistance,1,,
26402675,2015,2006-2015,International journal of molecular sciences,"Roles of NlAKTIP in the Growth and Eclosion of the Rice Brown Planthopper, Nilaparvata lugens Stål, as Revealed by RNA Interference.",BPH resistance,11,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,田间/产量/育种评价
26403182,2015,2006-2015,Genome biology,Exploring the rice dispensable genome using a metagenome-like assembly strategy.,BPH resistance,1,抗源鉴定与表型评价; 主效抗性基因与受体识别,
26482193,2015,2006-2015,Scientific reports,"RNAi knockdown of acetyl-CoA carboxylase gene eliminates jinggangmycin-enhanced reproduction and population growth in the brown planthopper, Nilaparvata lugens.",BPH resistance,2,基因编辑与功能验证; 昆虫侧适应、毒力与药剂抗性,转基因/RNAi/突变体
26483289,2015,2006-2015,Insect biochemistry and molecular biology,A salivary sheath protein essential for the interaction of the brown planthopper with rice plants.,BPH resistance,1,抗源鉴定与表型评价; 基因编辑与功能验证; 宿主-昆虫互作与效应子,
26633389,2015,2006-2015,International journal of molecular sciences,Omics-Based Comparative Transcriptional Profiling of Two Contrasting Rice Genotypes during Early Infestation by Small Brown Planthopper.,BPH resistance; WBPH resistance,3,抗源鉴定与表型评价; 激素、转录与免疫信号; 组学与系统网络; 基因编辑与功能验证; 宿主-昆虫互作与效应子,表达组学/多组学; 转基因/RNAi/突变体
26641488,2015,2006-2015,PloS one,Application of Brown Planthopper Salivary Gland Extract to Rice Plants Induces Systemic Host mRNA Patterns Associated with Nutrient Remobilization.,BPH resistance,14,抗源鉴定与表型评价; 激素、转录与免疫信号; 组学与系统网络; 宿主-昆虫互作与效应子,表达组学/多组学
26690414,2015,2006-2015,International journal of molecular sciences,De Novo Transcriptome Sequencing of Oryza officinalis Wall ex Watt to Identify Disease-Resistance Genes.,BPH resistance,2,抗源鉴定与表型评价; 主效抗性基因与受体识别; 组学与系统网络; 生长-防御权衡与育种转化,表达组学/多组学; 田间/产量/育种评价
26719745,2015,2006-2015,Breeding science,Genetic basis of multiple resistance to the brown planthopper (Nilaparvata lugens Stål) and the green rice leafhopper (Nephotettix cincticeps Uhler) in the rice cultivar 'ASD7' (Oryza sativa L. ssp. indica).,BPH resistance,9,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
26734057,2015,2006-2015,Frontiers in plant science,Comparing Gene Expression Profiles Between Bt and non-Bt Rice in Response to Brown Planthopper Infestation.,BPH resistance,40,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,表达组学/多组学; 转基因/RNAi/突变体
23589438,2014,2006-2015,Pest management science,"Multi-generational effects of rice harboring Bph15 on brown planthopper, Nilaparvata lugens.",BPH resistance,3,抗源鉴定与表型评价; 主效抗性基因与受体识别,
24442397,2014,2006-2015,Plant cell reports,Recent progress on molecular breeding of rice in China.,Broad planthopper,1,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
24466124,2014,2006-2015,PloS one,"Selection and evaluation of potential reference genes for gene expression analysis in the brown planthopper, Nilaparvata lugens (Hemiptera: Delphacidae) using reverse-transcription quantitative PCR.",BPH resistance,2,抗源鉴定与表型评价,
24489765,2014,2006-2015,PloS one,RNA interference depletion of the Halloween gene disembodied implies its potential application for management of planthopper Sogatella furcifera and Laodelphax striatellus.,Broad planthopper,1,基因编辑与功能验证,转基因/RNAi/突变体
24504629,2014,2006-2015,Molecular genetics and genomics : MGG,Small brown planthopper resistance loci in wild rice (Oryza officinalis).,BPH resistance,1,抗源鉴定与表型评价; 宿主-昆虫互作与效应子,
24533099,2014,2006-2015,PloS one,Transcriptome analysis of fat bodies from two brown planthopper (Nilaparvata lugens) populations with different virulence levels in rice.,BPH resistance,9,抗源鉴定与表型评价; 主效抗性基因与受体识别; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 宿主-昆虫互作与效应子,表达组学/多组学
24618677,2014,2006-2015,PloS one,Will climate change affect outbreak patterns of planthoppers in Bangladesh?,BPH resistance,5,昆虫侧适应、毒力与药剂抗性,
24646527,2014,2006-2015,PloS one,Cytological and transcriptional dynamics analysis of host plant revealed stage-specific biological processes related to compatible rice-Ustilaginoidea virens interaction.,BPH damage,1,宿主-昆虫互作与效应子,
24661747,2014,2006-2015,Virology journal,"Southern rice black-streaked dwarf virus (SRBSDV) directly affects the feeding and reproduction behavior of its vector, Sogatella furcifera (Horváth) (Hemiptera: Delphacidae).",BPH resistance,1,抗源鉴定与表型评价,
24870048,2014,2006-2015,Proceedings. Biological sciences,Genetic mapping of the rice resistance-breaking gene of the brown planthopper Nilaparvata lugens.,BPH resistance,4,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子,连锁/QTL/标记育种
24886295,2014,2006-2015,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",BPH resistance; WBPH resistance,14,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 激素、转录与免疫信号; 组学与系统网络; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 表达组学/多组学; 田间/产量/育种评价
24911169,2014,2006-2015,PloS one,Genome-wide mapping of virulence in brown planthopper identifies loci that break down host plant resistance.,BPH damage; BPH resistance,10,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,连锁/QTL/标记育种
24952583,2014,2006-2015,BMC genomics,"Genomic insights into the serine protease gene family and expression profile analysis in the planthopper, Nilaparvata lugens.",BPH damage,1,,
24965461,2014,2006-2015,Journal of virology,Virus-induced tubule: a vehicle for rapid spread of virions through basal lamina from midgut epithelium in the insect vector.,Broad planthopper,1,,
24987489,2014,2006-2015,"Rice (New York, N.Y.)","Gene response in rice plants treated with continuous fog influenced by pH, was similar to that treated with biotic stress.",WBPH damage,1,组学与系统网络,表达组学/多组学
25064847,2014,2006-2015,Molecular plant,Contrasting effects of ethylene biosynthesis on induced plant resistance against a chewing and a piercing-sucking herbivore in rice.,BPH resistance,1,抗源鉴定与表型评价; 激素、转录与免疫信号,
25076167,2014,2006-2015,Scientific reports,Map-based cloning and characterization of a brown planthopper resistance gene BPH26 from Oryza sativa L. ssp. indica cultivar ADR52.,BPH resistance,26,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
25109872,2014,2006-2015,BMC genomics,BAC and RNA sequencing reveal the brown planthopper resistance gene BPH15 in a recombination cold spot that mediates a unique defense mechanism.,BPH resistance; Broad planthopper,33,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 激素、转录与免疫信号; 代谢、挥发物与结构防御; 组学与系统网络; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 表达组学/多组学; 转基因/RNAi/突变体; 田间/产量/育种评价
25141278,2014,2006-2015,PloS one,Virus-mediated chemical changes in rice plants impact the relationship between non-vector planthopper Nilaparvata lugens Stål and its egg parasitoid Anagrus nilaparvatae Pang et Wang.,BPH resistance,4,抗源鉴定与表型评价; 生长-防御权衡与育种转化,田间/产量/育种评价
25239066,2014,2006-2015,Molecular plant,Cis-12-oxo-phytodienoic acid stimulates rice defense response to a piercing-sucking insect.,BPH resistance,2,抗源鉴定与表型评价; 激素、转录与免疫信号; 基因编辑与功能验证,转基因/RNAi/突变体
25254377,2014,2006-2015,PloS one,"Selection of nectar plants for use in ecological engineering to promote biological control of rice pests by the predatory bug, Cyrtorhinus lividipennis, (Heteroptera: Miridae).",Broad planthopper,1,抗源鉴定与表型评价; 生长-防御权衡与育种转化,田间/产量/育种评价
25375147,2014,2006-2015,PloS one,"Bt rice expressing Cry2Aa does not harm Cyrtorhinus lividipennis, a main predator of the nontarget herbivore Nilapavarta lugens.",BPH damage,1,基因编辑与功能验证; 生长-防御权衡与育种转化,转基因/RNAi/突变体; 田间/产量/育种评价
25516715,2014,2006-2015,International journal of biological sciences,The insect ecdysone receptor is a good potential target for RNAi-based pest control.,BPH resistance,5,抗源鉴定与表型评价; 基因编辑与功能验证; 生长-防御权衡与育种转化,转基因/RNAi/突变体; 田间/产量/育种评价
25609551,2014,2006-2015,Genome biology,Genomes of the rice pest brown planthopper and its endosymbionts reveal complex complementary contributions for host adaptation.,BPH damage; BPH resistance,14,抗源鉴定与表型评价; 主效抗性基因与受体识别; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,田间/产量/育种评价
25796912,2014,2006-2015,Ying yong sheng tai xue bao = The journal of applied ecology,"[Ecological responses of brown planthopper, Nilaparvata lugens, to triazophos and deltamethrin on transgenic Bt rice lines and their non-Bt parental rice].",BPH resistance,4,抗源鉴定与表型评价; 基因编辑与功能验证; 宿主-昆虫互作与效应子; 昆虫侧适应、毒力与药剂抗性,转基因/RNAi/突变体
26484150,2014,2006-2015,Genomics data,Identification and profiling of conserved and novel microRNAs in Laodelphax striatellus in response to rice black-streaked dwarf virus (RBSDV) infection.,BPH damage,1,,
35241961,2014,2006-2015,International journal of insect science,Impact of Day Intervals on Sequential Infestations of the Rice Leaffolder Cnaphalocrocis medinalis (Guenée) (Lepidoptera: Pyralidae) and the White-Backed Rice Planthopper Sogatella furcifera (Horváth) on Rice Grain Damage.,BPH resistance; WBPH resistance,4,抗源鉴定与表型评价; 昆虫侧适应、毒力与药剂抗性; 生长-防御权衡与育种转化,田间/产量/育种评价
23001338,2013,2006-2015,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,"Fine mapping and characterization of BPH27, a brown planthopper resistance gene from wild rice (Oryza rufipogon Griff.).",BPH resistance,2,抗源鉴定与表型评价; 遗传定位、QTL与关联分析; 主效抗性基因与受体识别; 生长-防御权衡与育种转化,连锁/QTL/标记育种; 田间/产量/育种评价
