PMID,sent_id,year,journal,title,doi,text,gene,trait,ontology_id,ontology_type,confidence,evidence_code,source_db
29467785,11288425,2018,Frontiers in plant science,Morphological and Molecular Data Reveal Three Distinct Populations of Indian Wild Rice Oryza rufipogon Griff. Species Complex.,,"There have been landmark introgressions of agronomically useful genes from wild rice into cultivars, but such examples are rare, e.g., grassy stunt virus, bacterial leaf blight resistance gene Xa-21, blast resistance genes Pi-9, Pi-40(t), BPH resistance and L-myo-inositol 1-phosphate synthase gene for salt tolerance.",,,,,,,
30622550,13235904,2018,Frontiers in plant science,Bacillus velezensis YC7010 Enhances Plant Defenses Against Brown Planthopper Through Transcriptomic and Metabolic Changes in Rice.,,We suggest that bacterial treatment with YC7010 might enhance effective defense response against BPH in rice plants wounded by BPH infestation that might induce biosynthesis of OPDA.,,,,,,,
29896209,11941237,2018,Frontiers in plant science,"Schaftoside Interacts With NlCDK1 Protein: A Mechanism of Rice Resistance to Brown Planthopper, Nilaparvata lugens.",,"As a result, a BPH resistance-associated compound, Peak 1 in HPLC chromatogram of rice flavonoids, was isolated and identified as schaftoside.",,,,,,,
30217023,12522278,2018,International journal of molecular sciences,Overexpression of OsGID1 Enhances the Resistance of Rice to the Brown Planthopper Nilaparvata lugens.,,"Our previous results found that infestation by gravid BPH females suppresses the expression of OsSLR1, and thus activates the GA-mediated signaling pathway, which in turn induces the production of lignin, and enhances the resistance of rice to BPH.",,,,,,,
30289955,12657919,2018,PloS one,Variation in susceptibility of eight insecticides in the brown planthopper Nilaparvata lugens in three regions of Vietnam 2015-2017.,,BPH have developed resistance against many insecticides with different modes of action.In the last decades rice production in Vietnam is intensifying and increasing the use of agrochemicals e.g. insecticides.,,,,,,,
29896209,11941336,2018,Frontiers in plant science,"Schaftoside Interacts With NlCDK1 Protein: A Mechanism of Rice Resistance to Brown Planthopper, Nilaparvata lugens.",,"Further elucidation by a more powerful tool, such as NMR spectroscopy was necessary in the following steps to describe an unambiguous structure about Peak 1.In addition, three other peaks 2, 3, and 4 also showed clear difference between the susceptible rice variety TN1 and resistant varieties, but these peaks didn't have a positive correlation with the varietal resistance of rice to BPH.",,,,,,,
29896209,11941266,2018,Frontiers in plant science,"Schaftoside Interacts With NlCDK1 Protein: A Mechanism of Rice Resistance to Brown Planthopper, Nilaparvata lugens.",,"Therefore, this research not only identified a promising compound schaftoside which might be developed as new insecticide to control BPH, but also clarified the interaction between schaftoside and NlCDK1, thus untraveled a novel mechanism of rice resistance against BPH.Colonies of BPH were maintained on Taichung Native 1 (TN1, a variety without resistant gene to BPH) rice seedlings.",,,,,,,
30217023,12522243,2018,International journal of molecular sciences,Overexpression of OsGID1 Enhances the Resistance of Rice to the Brown Planthopper Nilaparvata lugens.,,"Since defenses in rice can be induced only by BPH oviposition and not by BPH feeding, with no difference found in the number of eggs laid by gravid BPH females on oe-GID1 and WT plants for 12 h (Supplemental Figure S5), the difference in induced defenses stated above between oe-GID1 lines and WT plants should have resulted from the modulation of OsGID1, not from the difference in damage levels.",,,,,,,
29476225,11302476,2018,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,"High-resolution genetic mapping of a novel brown planthopper resistance locus, Bph34 in Oryza sativa L. X Oryza nivara (Sharma & Shastry) derived interspecific F(2) population.",,"High-resolution genetic mapping of a novel brown planthopper resistance locus, Bph34 in Oryza sativa L. X Oryza nivara (Sharma & Shastry) derived interspecific F2 population.",,,,,,,
30291462,12659079,2018,"Rice (New York, N.Y.)","Identification and fine mapping of Bph33, a new brown planthopper resistance gene in rice (Oryza sativa L.).",,"Therefore, it is urgent to discover new broad-spectrum BPH resistance genes and integrate them into rice cultivars.Two Sri Lankan indica rice cultivars, KOLAYAL and POLIYAL, were previously found to be highly resistant to the most dominated BPH strain in Wuhan (seedling resistance score RS = 1.3 and 2.2 in two tests) and that in Fuzhou (RS = 1.5 and 1.6 in two tests), China, suggesting that they could be useful donors of BPH resistance genes in rice breeding.",,,,,,,
29644569,11572513,2018,"Rice (New York, N.Y.)",Evaluation and breeding application of six brown planthopper resistance genes in rice maintainer line Jin 23B.,,"Fortunately, Bph14, Bph15 and Bph18 have been pyramided into several rice hybrids in different genetic backgrounds, indicating that planting resistant pyramided hybrids in conjunction with conventional susceptible hybrids could effectively decreases the BPH population with the consequence of less serious BPH outbreaks, reduced costs of labor and pesticides, and increased rice production (Hu et al.).",,,,,,,
30551584,13111561,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"Furthermore, the expression profiles of the selected defense response pathway genes, including SA, JA, and ET phytohormone signaling, phenylpropanoid synthesis, and reactive oxygen species (ROS) signaling have been characterized under both compatible and incompatible rice-BPH interactions.",,,,,,,
30622550,13235762,2018,Frontiers in plant science,Bacillus velezensis YC7010 Enhances Plant Defenses Against Brown Planthopper Through Transcriptomic and Metabolic Changes in Rice.,,"OsLOX1, JA biosynthesis gene, induced tolerance of the rice plant to wounding and BPH attack, and the SA and ET signaling pathways were positively correlated with resistance to BPH attack in rice.",,,,,,,
30587129,13191338,2018,BMC genomics,Identification of putative fecundity-related gustatory receptor genes in the brown planthopper Nilaparvata lugens.,,"NlGr25 was most highly expressed in the midgut and in 3th day female adults, we propose that that it might affect behaviors of BPH by responding to metabolite(s) in rice.",,,,,,,
30217023,12522176,2018,International journal of molecular sciences,Overexpression of OsGID1 Enhances the Resistance of Rice to the Brown Planthopper Nilaparvata lugens.,,"Our findings illustrated that the OsGID1-mediated GA pathway plays a positive role in mediating the resistance of rice to BPH.In natural ecosystems, the evolutionary arms race between plants and insects has been ongoing for more than 400 million years, and along the way plants have evolved diverse strategies to protect themselves.",,,,,,,
29896209,11941243,2018,Frontiers in plant science,"Schaftoside Interacts With NlCDK1 Protein: A Mechanism of Rice Resistance to Brown Planthopper, Nilaparvata lugens.",,"Therefore, this study revealed the schaftoside-NlCDK1 interaction mode, and unraveled a novel mechanism of rice resistance against BPH.Brown planthopper Nilaparvata lugens Stal is one of the most serious insect pests of rice (Oryza sativa L.) in Asian countries.",,,,,,,
30551584,13111653,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"Furthermore, a cDNA microarray analysis confirmed that BPH infestation in the resistant rice variety RH induced SA biosynthesis genes and SA levels, but not JA biosynthesis genes or intrinsic JA levels.",,,,,,,
30006850,12144823,2018,"Rice (New York, N.Y.)","Expression Profile of Defense Genes in Rice Lines Pyramided with Resistance Genes Against Bacterial Blight, Fungal Blast and Insect Gall Midge.",,LOC_Os04g27430 and LOC_Os08g07100 are reported to be induced by BPH feeding and influence antixenosis in rice Rathu Heenati (Kamolsukyunyong et al.).,,,,,,,
29893903,11936285,2018,Journal of experimental botany,Brassinosteroids mediate susceptibility to brown planthopper by integrating with the salicylic acid and jasmonic acid pathways in rice.,,"About 4 g (FW) of seedling stems from plants at 24 h after BPH infestation were harvested for BR measurements, together with stems from uninfested controls.One-way, two-way, and repeated-measures ANOVA tests, and binomial exact tests were performed using IBM SPSS Statistics version 20 software (SPSS Inc., Chicago, IL).To determine the role of BRs in rice defense against BPH, transcript levels of BR pathway-related genes were determined following BPH infestation.",,,,,,,
30217023,12522246,2018,International journal of molecular sciences,Overexpression of OsGID1 Enhances the Resistance of Rice to the Brown Planthopper Nilaparvata lugens.,,"These findings suggest that OsGID1-mediated GA signaling, as we previously reported in References, positively regulates rice resistance to BPH.The single GA receptor in rice shows high homology with GID1s from other Poaceae species (Supplemental Figure S2).",,,,,,,
29695083,11653306,2018,International journal of molecular sciences,The Commonly Used Bactericide Bismerthiazol Promotes Rice Defenses against Herbivores.,,"Thus, higher elicited levels of H2O2 and of JA, JA-Ile and ET in bismerthiazol-treated plants compared to in untreated plants contributed at least partially to plant's enhanced resistance to WBPH and BPH, as well as to SSB.Volatile analysis found that the exogenous application of bismerthiazol on rice plants could induce the production of six volatile chemicals and enhance levels of two chemicals, although the amount of total volatiles was not much increased.",,,,,,,
30551584,13111681,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"Thus, the results obtained from this experiment were considered to be inconclusive, and loss of function studies have been planned to determine the roles of the candidate OsMPK in the rice-BPH interactions.From the experimental findings in the study, we propose a transcriptional-level model depicting the IR56 rice's resistance mechanism against TN1-BPH, and the resistance breakdown in IR56 rice by IR56-BPH (Figure 8).",,,,,,,
30740564,13268749,2018,Plant diversity,Current understanding of maize and rice defense against insect herbivores.,,"If so, this suggests that the defense responses of rice plants are activated after the perception of certain molecules on BPH eggs.",,,,,,,
29545538,11424205,2018,Scientific reports,The evolution of insecticide resistance in the brown planthopper (Nilaparvata lugens Stål) of China in the period 2012-2016.,,"These data suggests that the expression of CYP6ER1 is required for the high level of thiamethoxam and buprofezin resistance in BPH.In summary, this study characterized resistance monitoring of brown planthopper populations of different geographic areas to eight insecticides using rice stem dipping method.",,,,,,,
29358653,11111932,2018,Nature genetics,Bph6 encodes an exocyst-localized protein and confers broad resistance to planthoppers in rice.,,"Here we report the map-based cloning and functional analysis of Bph6, a gene that confers resistance to planthoppers in rice.",,,,,,,
29706901,11672341,2018,Frontiers in physiology,Silencing of Chemosensory Protein Gene NlugCSP8 by RNAi Induces Declining Behavioral Responses of Nilaparvata lugens.,,"In addition, molecular docking analyses followed by targeted gene silencing using RNAi combined with behavior bioassay were conducted.Successive generations of BPH were reared on susceptible rice variety Taichung Native 1 (TN1) in a climatic chamber under constant conditions of 26 +- 2 C, 75 +- 5% relative humidity and 16-h light: 8-h dark photoperiod.",,,,,,,
30291462,12659064,2018,"Rice (New York, N.Y.)","Identification and fine mapping of Bph33, a new brown planthopper resistance gene in rice (Oryza sativa L.).",,Host-plant resistance is the most desirable and economic way to overcome BPH damage to rice.,,,,,,,
30551584,13111739,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"The statistical significance level was set for p-values <0.05 or 0.01.In the current work, the differential roles of OsMPKs in two contrasting rice genotypes under BPH infestation at different virulence levels have been investigated.",,,,,,,
30551584,13111536,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"Furthermore, upregulated transcription of OsLecRK3 and OsLecRK4 was found only during an incompatible interaction, suggesting their involvement in the BPH resistance response in the IR56 rice variety.",,,,,,,
30551584,13111596,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"In both rice varieties, OsAOS1 (F2,12 = 7.45, p = 0.007), OsAOS2 (F2,12 = 39.42, p < 0.001), and OsLOX1 (F2,12 = 23.05, p < 0.01) were found to exhibit significant upregulated expression at 1 dpi under the infestation of TN1-BPH or IR56-BPH; however, no significant induced expression was found at 3 dpi.The expression of 1-aminocyclopropane-1-carboxylate synthase 2 (OsACS2), ethylene-insensitive gene 2 (OsEIN2), and ethylene-responsive transcription factor 3 (OsERF3), which are ET signaling genes, was determined.",,,,,,,
30551584,13111705,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"As per the aforementioned procedures, the two BPH populations were infested on both the IR56 and TN1 rice varieties, separately.",,,,,,,
30622550,13235765,2018,Frontiers in plant science,Bacillus velezensis YC7010 Enhances Plant Defenses Against Brown Planthopper Through Transcriptomic and Metabolic Changes in Rice.,,"In addition, secondary metabolites including flavonoids, phenylpropanoids, polyphenols, oxalic and silicic acid and phenolics also play essential roles in rice resistance to BPH.",,,,,,,
29856853,11860605,2018,PloS one,Resistance to Nilaparvata lugens in rice lines introgressed with the resistance genes Bph14 and Bph15 and related resistance types.,,"In another report involving the Bph14 and Bph15 genes introgressed into the recipient parent MH63, BPH resistance in the single-gene rice lines was improved compared with that in the recipient MH63.",,,,,,,
29695083,11653297,2018,International journal of molecular sciences,The Commonly Used Bactericide Bismerthiazol Promotes Rice Defenses against Herbivores.,,"These changes enhanced the direct resistance of rice to WBPH, BPH and SSB, as well as the indirect resistance of rice to planthoppers, by attracting A. nilaparvatae, the egg parasitoid of rice planthoppers (Figure 1, Figure 2, Figure 5 and Figure 6).",,,,,,,
30044049,12215351,2018,Plant biotechnology journal,Transgenic microRNA-14 rice shows high resistance to rice stem borer.,,"A recent study showed that less caterpillar damage in Bt rice attracts fewer planthoppers, implying possible ecological resistance against BPH (Wang et al., 2018).",,,,,,,
30551584,13111680,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"Moreover, repeated treatments (alternative day) of the inhibitor mix to prolong the MAPK inhibition resulted in fatal drying of the mock plants (chemical-treated, no BPH) of both rice varieties.",,,,,,,
29476225,11302477,2018,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,"High-resolution genetic mapping of a novel brown planthopper resistance locus, Bph34 in Oryza sativa L. X Oryza nivara (Sharma & Shastry) derived interspecific F(2) population.",,KEY MESSAGE: A BPH-resistant locus designated as Bph34 identified in Oryza nivara acc.,,,,,,,
30551584,13111694,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"On the one hand, incompatible rice can tackle BPH infestation either by the identification of effectors, the initiation of a hypersensitive response, the activation of downstream defense pathways, including MAPKs, phytohormone biosynthesis, or secondary metabolite production, or by a cocktail of these responses.",,,,,,,
29644569,11572521,2018,"Rice (New York, N.Y.)",Evaluation and breeding application of six brown planthopper resistance genes in rice maintainer line Jin 23B.,,"These results show that these BPH resistance genes in Jin 23B have considerable commercial value for use in sustainable rice production.From a global viewpoint, the increasingly severe occurrence of insects and diseases and indiscriminate pesticide is a challenge for sustainable rice production.",,,,,,,
29619515,11536926,2018,Plant cell reports,OsEXPA10 mediates the balance between growth and resistance to biotic stress in rice.,,"Brown planthopper (BPH) is one of the worst insect pests of rice in the Asia-Pacific planting area, and many efforts have been made to identify and clone BPH-resistance genes for use in breeding resistant cultivars.",,,,,,,
30622550,13235873,2018,Frontiers in plant science,Bacillus velezensis YC7010 Enhances Plant Defenses Against Brown Planthopper Through Transcriptomic and Metabolic Changes in Rice.,,Transcriptome analysis showed that flavonoids such as tricin and C-glycosyl flavone biosynthesis genes were upregulated following BPH infestation in bacteria-treated rice (Figure 5A).,,,,,,,
29893903,11936369,2018,Journal of experimental botany,Brassinosteroids mediate susceptibility to brown planthopper by integrating with the salicylic acid and jasmonic acid pathways in rice.,,"1, Supplementary Fig. S1), indicating that the rice host plants might activate a defense response to BPH infestation at the expense of reduced growth.",,,,,,,
29856853,11860479,2018,PloS one,Resistance to Nilaparvata lugens in rice lines introgressed with the resistance genes Bph14 and Bph15 and related resistance types.,,"These results provide valuable information for the proper utilization of BPH resistance genes.In the last decade, several elite rice varieties have been bred and commercially planted in China.",,,,,,,
30217023,12522274,2018,International journal of molecular sciences,Overexpression of OsGID1 Enhances the Resistance of Rice to the Brown Planthopper Nilaparvata lugens.,,"Further research should investigate the roles of lignin and these WRKYs in the resistance of rice to BPH.In the laboratory and in the field, oe-GID1 plants showed taller, longer leaves, fewer tillers, and poor yield, compared with WT plants (Figure 7).",,,,,,,
30291462,12659068,2018,"Rice (New York, N.Y.)","Identification and fine mapping of Bph33, a new brown planthopper resistance gene in rice (Oryza sativa L.).",,"The gene exhibited continuous and stable resistance from seedling stage to tillering stage, showing both antixenosis and antibiosis effects on BPH.The results of this study will facilitate map-based cloning and marker-assisted selection of the gene.The online version of this article (10.1186/s12284-018-0249-7) contains supplementary material, which is available to authorized users.Brown planthopper (BPH; Nilaparvata lugens Stal) is one of the most destructive insect pests of rice in Asia-Pacific region, often causing hopper burn and severe yield loss due to its monophagy and migration ability (Normile).",,,,,,,
29856853,11860615,2018,PloS one,Resistance to Nilaparvata lugens in rice lines introgressed with the resistance genes Bph14 and Bph15 and related resistance types.,,"The BPH population that we used in our tests may have overcome the single resistance gene present in HF106 and C602.Overall, we observed increased BPH resistance in the introgressed rice line BR4831 using a combination of seedling (seed box) and field tests.",,,,,,,
29358653,11111929,2018,Nature genetics,Bph6 encodes an exocyst-localized protein and confers broad resistance to planthoppers in rice.,,Bph6 encodes an exocyst-localized protein and confers broad resistance to planthoppers in rice.,,,,,,,
30740564,13268830,2018,Plant diversity,Current understanding of maize and rice defense against insect herbivores.,,(E)-beta-caryophyllene attracts both parasitoids and BPH in rice fields and field studies have shown that OsLIS-silenced rice plants are infested by BPH more frequently and attract fewer BPH predators and parasitoids.,,,,,,,
30363818,12788494,2018,Plant molecular biology reporter,Genome-Wide Analysis of Genetic Variations and the Detection of Rich Variants of NBS-LRR Encoding Genes in Common Wild Rice Lines.,,"Moreover, resistance performance of Huaye 3 and Huaye 4 against BPH was also observed in disease epidemic years of 2015 and 2017.Young leaves of the common wild rice progenitor S24 and two inbred lines Huaye 3 and Huaye 4 were collected and stored at - 80  C for DNA extraction.",,,,,,,
30551584,13111741,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"Further, five OsMPKs (OsMPK1, OsMPK3, OsMPK7, OsMPK14, and OsMPK16) were found to be exclusively involved in the incompatible rice-BPH interaction.",,,,,,,
29856853,11860578,2018,PloS one,Resistance to Nilaparvata lugens in rice lines introgressed with the resistance genes Bph14 and Bph15 and related resistance types.,,"However, HF106 and C602 exerted no settling deterrence against BPH females compared with their recipient parent, 9311.Crop resistance is a key component of integrated pest management because of its cost effectiveness and environmentally friendly nature.",,,,,,,
30622550,13235939,2018,Frontiers in plant science,Bacillus velezensis YC7010 Enhances Plant Defenses Against Brown Planthopper Through Transcriptomic and Metabolic Changes in Rice.,,"It is necessary to further elucidate the underlying mechanisms to develop them as potential tools for biocontrol of insect pests.In summary, the root treatment with B. velezensis YC7010 activated ISR against BPH in rice by producing cyclic lipopeptides including a new bacillopeptin X.",,,,,,,
30551584,13111642,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"In addition, changing the host, i.e., infesting TN1 rice with IR56-BPH, and IR56 rice with TN1-BPH, might have impaired the BPH effector-mediated ETS, and, thus, activated the cross-population responsive OsMPKs (OsMPK4, OsMPK8, and OsMPK9) in the rice varieties.In the current study, the analysis of the transcript accumulations of genes involved in SA, JA, and ET signaling during the rice-BPH interactions suggested that BPH resistance in rice is possibly modulated by interplay between SA, JA, and ET.",,,,,,,
29619515,11536929,2018,Plant cell reports,OsEXPA10 mediates the balance between growth and resistance to biotic stress in rice.,,"Over expression of OsEXPA10 improved rice growth but also increased susceptibility to BPH infestation and blast attack, while knock-down OsEXPA10 gene expression resulted in reduced plant height and grain size, but also increased resistance to BPH and the blast pathogen.",,,,,,,
30551584,13111660,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,Similar expression patterns were reported for OsLecRK1-3 in RH rice under BPH infestation.,,,,,,,
30291462,12659063,2018,"Rice (New York, N.Y.)","Identification and fine mapping of Bph33, a new brown planthopper resistance gene in rice (Oryza sativa L.).",,"Identification and fine mapping of Bph33, a new brown planthopper resistance gene in rice (Oryza sativa L.)",,,,,,,
30622550,13235736,2018,Frontiers in plant science,Bacillus velezensis YC7010 Enhances Plant Defenses Against Brown Planthopper Through Transcriptomic and Metabolic Changes in Rice.,,This study shows for the first time that chemical changes and strengthening of physical barriers play important roles simultaneously in plant defense against BPH in rice by the endophytic bacteria.,,,,,,,
29855556,11858197,2018,Scientific reports,Expression of hybrid fusion protein (Cry1Ac::ASAL) in transgenic rice plants imparts resistance against multiple insect pests.,,"Further, BPH also serves as vector for transmitting viruses leading to severe decline in the rice productivity.Insecticidal Cry proteins from the bacterium Bacillus thuringiensis (Bt) are widely used as topical sprays besides their deployment in transgenic plants for insect control.",,,,,,,
30740564,13268740,2018,Plant diversity,Current understanding of maize and rice defense against insect herbivores.,,"Brown planthopper (BPH, N. lugens) and maize leaf aphid (Rhopalosiphum maidis) obtain nutrients by using their stylets to suck phloem sap from rice and maize, respectively.",,,,,,,
29856853,11860488,2018,PloS one,Resistance to Nilaparvata lugens in rice lines introgressed with the resistance genes Bph14 and Bph15 and related resistance types.,,"The present study is of significance for future BPH resistance evaluations and for the further breeding of rice varieties to achieve high resistance to BPH.BPH originated from samples collected from paddy fields at the Scientific Observing and Experimental Station of Crop Pests in Guilin, Ministry of Agriculture, China (25 36'00''N and 110 41'24''E).",,,,,,,
30551584,13111666,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"However, more in-depth experiments, including interaction studies between OsLecRKs and OsMPKs, are needed to confirm their association with respect to BPH resistance in rice.The differential expression of the BPH-induced OsMPKs in response to exogenous treatment of signal molecules, including SA, JA, and ET, revealed their potential role in mediating different hormone signals in rice.",,,,,,,
29893903,11936292,2018,Journal of experimental botany,Brassinosteroids mediate susceptibility to brown planthopper by integrating with the salicylic acid and jasmonic acid pathways in rice.,,"These results indicated that the BR-dependent pathway was inhibited by BPH feeding in rice.As the SA and JA pathways have been widely shown to have roles in defense responses of plants to insects, genes related to these pathways were also investigated.",,,,,,,
30217023,12522196,2018,International journal of molecular sciences,Overexpression of OsGID1 Enhances the Resistance of Rice to the Brown Planthopper Nilaparvata lugens.,,"Previous studies of rice have revealed that the infestation of BPH gravid females changes the biosynthesis of many defense-related signals, such as JA, JA-Ile, SA, ET, and H2O2; in turn, these compounds modulate defense responses, for example, by influencing the production of herbivore-induced volatiles and the activity of TrypPIs.",,,,,,,
30551584,13111526,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels,,,,,,,
29893903,11936254,2018,Journal of experimental botany,Brassinosteroids mediate susceptibility to brown planthopper by integrating with the salicylic acid and jasmonic acid pathways in rice.,,"All plants were cultivated in an experimental field at Nanjing under natural long-day conditions.A colony of BPH, collected from rice fields in Nanjing, was maintained on the BPH-susceptible variety Taichung Native 1 (TN1) in a greenhouse (16/8 h light/dark, 26-28  C, 60% relative humidity).A bulk seedling test was conducted to evaluate the response of plants to BPH as previously described by.",,,,,,,
29896209,11941373,2018,Frontiers in plant science,"Schaftoside Interacts With NlCDK1 Protein: A Mechanism of Rice Resistance to Brown Planthopper, Nilaparvata lugens.",,"This study therefore unraveled a novel mechanism of rice resistance against BPH, and provided a valuable message for developing new strategy to control BPH.In this study, total flavonoids were extracted and compared between different rice varieties.",,,,,,,
30551584,13111597,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"A statistical analysis revealed that the three genes were significantly induced during incompatible rice-BPH interactions at both 1 and 3 dpi (Figure 3C, Table S2).",,,,,,,
29896209,11941245,2018,Frontiers in plant science,"Schaftoside Interacts With NlCDK1 Protein: A Mechanism of Rice Resistance to Brown Planthopper, Nilaparvata lugens.",,"Breeding resistant rice varieties is an important strategy to control BPH, but the resistance of rice is often broken down rapidly owning to the virulence variation of this insect.",,,,,,,
30977704,13297417,2018,Open biology,"The histone deacetylase NlHDAC1 regulates both female and male fertility in the brown planthopper, Nilaparvata lugens.",,"Our results provide new insights into the role of HDACs in insects and offer a potential to develop NlHDAC1 inhibitors for BPH control.The BPH was originally collected from a rice field in Hangzhou, China.",,,,,,,
29476225,11302485,2018,TAG. Theoretical and applied genetics. Theoretische und angewandte Genetik,"High-resolution genetic mapping of a novel brown planthopper resistance locus, Bph34 in Oryza sativa L. X Oryza nivara (Sharma & Shastry) derived interspecific F(2) population.",,"Here, we report high-resolution mapping of a novel genetic locus for resistance to BPH, designated as Bph34 on long arm of rice chromosome 4.",,,,,,,
30622550,13235764,2018,Frontiers in plant science,Bacillus velezensis YC7010 Enhances Plant Defenses Against Brown Planthopper Through Transcriptomic and Metabolic Changes in Rice.,,"RNA sequencing analysis of rice with BPH infestation revealed that genes encoding JA/ET signaling, receptor kinase, MAPK cascades, Ca2+ signaling and protein posttranslational modifications play an important role in the defense mechanism.",,,,,,,
30551584,13111564,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"Lastly, a model of interactions of IR56 rice with TN1-BPH and IR56-BPH that depicts the resistance and susceptibility reactions has been proposed.The effects of the rice varieties, the BPH populations, and the infestation time periods (0, 1, and 3 days post-infestation, dpi) on the transcription of OsMPKs were analyzed by performing a three-way analysis of variance (ANOVA) analysis (Table S1).",,,,,,,
29695083,11653340,2018,International journal of molecular sciences,The Commonly Used Bactericide Bismerthiazol Promotes Rice Defenses against Herbivores.,,"N,N-Dimethylformamide and Tween-60 were purchased from Sinopharm Chemical Reagent Co. Ltd., Shanghai, China.Colonies of WBPH, BPH and SSB were originally obtained from rice fields in Hangzhou, China, and maintained on TN 1 (a variety susceptible to the three herbivore species) rice seedlings in a controlled climate room (26 +- 2  C, 14 h light, 10 h dark, 80% relative humidity).For bimerthiazol treatment, two methods were used: root treatment and spray treatment.",,,,,,,
30006850,12144856,2018,"Rice (New York, N.Y.)","Expression Profile of Defense Genes in Rice Lines Pyramided with Resistance Genes Against Bacterial Blight, Fungal Blast and Insect Gall Midge.",,"In addition, two genes reported to be involved in rice-BB interaction and five target genes in the pyramided lines were also selected (Table 2) in the present study.Test lines were evaluated against target pests like BB, BL and GM and against non-target pests like sheath blight (ShB), rice tungro virus (RTV), brown planthopper (BPH), white backed planthopper (WBPH), leaffolder (LF) and yellow stem borer (YSB) under greenhouse and/or field condition as per the standard evaluation system for rice (International Rice Research Institute (IRRI),).",,,,,,,
29856853,11860581,2018,PloS one,Resistance to Nilaparvata lugens in rice lines introgressed with the resistance genes Bph14 and Bph15 and related resistance types.,,"Hence, thorough evaluation of rice resistance in the existing germplasms is critical for the identification and utilization of resistance genes against BPH.Screening of rice plant resistance to planthoppers has been performed using a variety of methods, including field tests, mass screening in seed boxes, and modified seed box tests.",,,,,,,
30363818,12788492,2018,Plant molecular biology reporter,Genome-Wide Analysis of Genetic Variations and the Detection of Rich Variants of NBS-LRR Encoding Genes in Common Wild Rice Lines.,,"The BPH-susceptible indica variety, Taichuang Native 1 (TN1), was used as control.",,,,,,,
29348442,11099319,2018,Scientific reports,"A neutral ceramidase, NlnCDase, is involved in the stress responses of brown planthopper, Nilaparvata lugens (Stål).",,"Its effects were significant at 12 h after treatment, reached the strongest at 24 h, and lasted until 48 h.The biotic stress we used for BPH treatment was the rice varieties which showed different resistance to BPH.",,,,,,,
29856853,11860462,2018,PloS one,Resistance to Nilaparvata lugens in rice lines introgressed with the resistance genes Bph14 and Bph15 and related resistance types.,,"BR4831 (a rice breeding line derived from the pyramiding of two BPH resistance genes, Bph14 and Bph15, into the elite rice variety Huang-Hua-Zhan, HHZ) and two single-gene introgression lines (HF106, carrying Bph14, and C602, carrying Bph15, in the elite rice cultivar 9311) were evaluated for their resistance to BPH using a standard seed box screening test coupled with field tests.",,,,,,,
30551584,13111711,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"The BPH assay experiments were performed with 3 independent biological replicates.For the BPH bioassay in the chemical MAPK inhibition experiment, 40 third instars of TN1-BPH or IR56-BPH were transferred into a single pot having 10 rice plants of each rice variety.",,,,,,,
30551584,13111636,2018,International journal of molecular sciences,Differential Responses of OsMPKs in IR56 Rice to Two BPH Populations of Different Virulence Levels.,,"These results suggest that, during the compatible interactions, the virulent BPH succeeded in suppressing or breaking down the rice's resistance, possibly by employing explicit effectors.",,,,,,,
